datetime,date,hour,wind_speed_ms,wind_direction_deg,wind_vx,wind_vy
2025-10-13 07:00:00,2025-10-13,7,1.77,322.4,-1.079956940105244,1.4023526687386874
2025-10-13 08:00:00,2025-10-13,8,1.83,332.7,-0.8393286847062963,1.6261695357585564
2025-10-13 09:00:00,2025-10-13,9,1.95,345.1,-0.5014089466516576,1.8844333546765921
2025-10-13 10:00:00,2025-10-13,10,2.12,350.5,-0.349900924424636,2.090925475258931
2025-10-13 11:00:00,2025-10-13,11,2.19,350.3,-0.3689917412473545,2.1586905973045893
2025-10-13 12:00:00,2025-10-13,12,2.22,345.7,-0.5483378082444907,2.1512149237232503
2025-10-13 13:00:00,2025-10-13,13,2.32,339.5,-0.8124811245219649,2.173079479056282
2025-10-13 14:00:00,2025-10-13,14,2.43,334.7,-1.0384796080308782,2.1969205956756914
2025-10-13 15:00:00,2025-10-13,15,2.58,332.7,-1.1833158505695325,2.2926324602497683
2025-10-13 16:00:00,2025-10-13,16,2.5,334.9,-1.0604985568634766,2.2639219975278486
2025-10-13 17:00:00,2025-10-13,17,2.17,339.8,-0.7492970918268194,2.0365298593882364
2025-10-13 18:00:00,2025-10-13,18,1.96,346.7,-0.45089748488868464,1.9074305906430928
2025-10-13 19:00:00,2025-10-13,19,2.05,351.6,-0.2994702085529438,2.0280082825741257
2025-10-13 20:00:00,2025-10-13,20,2.03,354.3,-0.20161909197958774,2.019962807021289
2025-10-13 21:00:00,2025-10-13,21,1.9,356.1,-0.12922905226397066,1.89560012978765
2025-10-13 22:00:00,2025-10-13,22,1.74,357.4,-0.07893159934490172,1.7382087914358437
2025-10-13 23:00:00,2025-10-13,23,1.58,358.2,-0.049628999343442816,1.579220365377856
2025-10-14 00:00:00,2025-10-14,0,1.41,358.4,-0.03936951060023252,1.4094502622068996
2025-10-14 01:00:00,2025-10-14,1,1.28,356.0,-0.08928828639248082,1.276881984332575
2025-10-14 02:00:00,2025-10-14,2,1.21,351.9,-0.1704904906444754,1.1979286258370345
2025-10-14 03:00:00,2025-10-14,3,1.19,346.4,-0.2798191145920828,1.1566335906884697
2025-10-14 04:00:00,2025-10-14,4,1.2,341.6,-0.3787788443365227,1.138651213973396
2025-10-14 05:00:00,2025-10-14,5,1.2,337.9,-0.4514691157672389,1.1118343570462046
2025-10-14 06:00:00,2025-10-14,6,1.15,336.3,-0.4622399431543544,1.0530119823404949
2025-10-14 07:00:00,2025-10-14,7,1.31,338.0,-0.4907346373748452,1.2146108494824914
2025-10-14 08:00:00,2025-10-14,8,1.33,357.4,-0.06033277421190764,1.3286308578216506
2025-10-14 09:00:00,2025-10-14,9,1.5,9.6,0.25015312007415336,1.4789940556057575
2025-10-14 10:00:00,2025-10-14,10,1.42,8.1,0.20007974935136738,1.4058335939575117
2025-10-14 11:00:00,2025-10-14,11,1.41,1.2,0.029528812035533307,1.4096907636995322
2025-10-14 12:00:00,2025-10-14,12,1.55,349.6,-0.2798046751383674,1.5245357797607482
2025-10-14 13:00:00,2025-10-14,13,1.8,338.1,-0.6713780086364554,1.6701052570180561
2025-10-14 14:00:00,2025-10-14,14,2.13,332.0,-0.9999744287339474,1.8806783727895144
2025-10-14 15:00:00,2025-10-14,15,2.39,332.0,-1.1220370350582791,2.110244746932836
2025-10-14 16:00:00,2025-10-14,16,2.38,338.1,-0.8877109225304242,2.20825028427943
2025-10-14 17:00:00,2025-10-14,17,2.19,342.2,-0.6694727178692024,2.0851633701052834
2025-10-14 18:00:00,2025-10-14,18,2.08,348.1,-0.42890470562498917,2.0352986890116993
2025-10-14 19:00:00,2025-10-14,19,2.15,351.7,-0.3103658321520926,2.1274804464982844
2025-10-14 20:00:00,2025-10-14,20,2.13,354.1,-0.21894810335683582,2.118717000459581
2025-10-14 21:00:00,2025-10-14,21,2.02,354.3,-0.20062589448215137,2.010012251321677
2025-10-14 22:00:00,2025-10-14,22,1.87,351.4,-0.2796310922397381,1.848974432557901
2025-10-14 23:00:00,2025-10-14,23,1.73,346.3,-0.4097299926935196,1.680779977595928
2025-10-15 00:00:00,2025-10-15,0,1.64,338.9,-0.5903947653168845,1.5300437971138017
2025-10-15 01:00:00,2025-10-15,1,1.68,331.9,-0.79129996044861,1.4819731349096812
2025-10-15 02:00:00,2025-10-15,2,1.81,327.9,-0.9618314289277314,1.5332906777016675
2025-10-15 03:00:00,2025-10-15,3,1.91,329.8,-0.9607680980637494,1.6507648717315757
2025-10-15 04:00:00,2025-10-15,4,1.98,333.6,-0.8803776547861564,1.7735092852740375
2025-10-15 05:00:00,2025-10-15,5,1.96,335.0,-0.8283317930117704,1.776363262591834
2025-10-15 06:00:00,2025-10-15,6,1.84,333.6,-0.8181287297002665,1.6481096388405199
2025-10-15 07:00:00,2025-10-15,7,1.84,330.6,-0.9032629066518583,1.6030334124611492
2025-10-15 08:00:00,2025-10-15,8,1.76,328.2,-0.927442200074153,1.4958111396568803
2025-10-15 09:00:00,2025-10-15,9,2.01,328.2,-1.0591811489483223,1.708284312903596
2025-10-15 10:00:00,2025-10-15,10,2.0,319.1,-1.3094816274346786,1.51170693833528
2025-10-15 11:00:00,2025-10-15,11,2.15,317.6,-1.4497501333050042,1.5876789823456507
2025-10-15 12:00:00,2025-10-15,12,2.49,322.3,-1.52270233006272,1.9701465970890502
2025-10-15 13:00:00,2025-10-15,13,2.89,328.6,-1.5057178360192653,2.4667618041256962
2025-10-15 14:00:00,2025-10-15,14,3.29,332.7,-1.508957034253396,2.923550695434782
2025-10-15 15:00:00,2025-10-15,15,3.54,335.7,-1.4567608294620866,3.2263675992894756
2025-10-15 16:00:00,2025-10-15,16,3.26,338.2,-1.210659143893767,3.026863795631777
2025-10-15 17:00:00,2025-10-15,17,2.38,340.3,-0.8022867150469357,2.24069989665265
2025-10-15 18:00:00,2025-10-15,18,2.39,341.7,-0.7504419697620978,2.2691268915641505
2025-10-15 19:00:00,2025-10-15,19,2.35,340.3,-0.7921738572942433,2.212455780308289
2025-10-15 20:00:00,2025-10-15,20,2.23,335.6,-0.9212228785087271,2.0308245635977755
2025-10-15 21:00:00,2025-10-15,21,2.08,325.0,-1.1930389876101768,1.7038362521211026
2025-10-15 22:00:00,2025-10-15,22,1.98,310.7,-1.5011059856713513,1.2911548395841765
2025-10-15 23:00:00,2025-10-15,23,1.98,297.3,-1.7594621206567982,0.9081261178789443
2025-10-16 00:00:00,2025-10-16,0,2.05,287.9,-1.9507685279528482,0.6300810664896043
2025-10-16 01:00:00,2025-10-16,1,2.14,283.8,-2.0782273590066214,0.5104615992181629
2025-10-16 02:00:00,2025-10-16,2,2.21,284.4,-2.140568786094275,0.5496046506343275
2025-10-16 03:00:00,2025-10-16,3,2.26,289.6,-2.1290498432992897,0.7581205476355778
2025-10-16 04:00:00,2025-10-16,4,2.31,297.0,-2.05822507087513,1.0487180543983528
2025-10-16 05:00:00,2025-10-16,5,2.33,304.2,-1.9270977380597292,1.3096542703954643
2025-10-16 06:00:00,2025-10-16,6,2.29,310.2,-1.749092905573331,1.478098104887846
2025-10-16 07:00:00,2025-10-16,7,2.09,315.0,-1.4778531726798845,1.4778531726798838
2025-10-16 08:00:00,2025-10-16,8,2.37,320.8,-1.4979094473156973,1.8366184382289052
2025-10-16 09:00:00,2025-10-16,9,2.9,347.9,-0.6078938324210844,2.8355713865999577
2025-10-16 10:00:00,2025-10-16,10,2.73,350.3,-0.45997600621245566,2.6909704706125703
2025-10-16 11:00:00,2025-10-16,11,2.57,344.9,-0.6694965872116081,2.481264661359608
2025-10-16 12:00:00,2025-10-16,12,2.66,336.0,-1.0819194705816284,2.4300309173293186
2025-10-16 13:00:00,2025-10-16,13,2.91,328.1,-1.5377555540420287,2.470507611000803
2025-10-16 14:00:00,2025-10-16,14,3.14,322.1,-1.9288555283106816,2.477724026380929
2025-10-16 15:00:00,2025-10-16,15,3.2,318.3,-2.128737134893955,2.3892421833132516
2025-10-16 16:00:00,2025-10-16,16,2.75,317.1,-1.8719823896370236,2.014492971665292
2025-10-16 17:00:00,2025-10-16,17,2.07,316.0,-1.4379428268501249,1.4890333867010073
2025-10-16 18:00:00,2025-10-16,18,2.05,315.0,-1.4495689014324227,1.449568901432422
2025-10-16 19:00:00,2025-10-16,19,1.94,312.9,-1.4211332236475154,1.3205984857802997
2025-10-16 20:00:00,2025-10-16,20,1.79,309.1,-1.3891230686491174,1.1289096953020024
2025-10-16 21:00:00,2025-10-16,21,1.78,303.3,-1.4877371032355209,0.9772606160366746
2025-10-16 22:00:00,2025-10-16,22,1.94,299.3,-1.691814388518314,0.9494019563927616
2025-10-16 23:00:00,2025-10-16,23,2.13,297.6,-1.8876136237624872,0.9868205548053055
2025-10-17 00:00:00,2025-10-17,0,2.36,298.3,-2.077926554281622,1.1188481733511946
2025-10-17 01:00:00,2025-10-17,1,2.6,300.0,-2.25166604983954,1.3000000000000003
2025-10-17 02:00:00,2025-10-17,2,2.78,303.1,-2.328858032204819,1.5181634516201135
2025-10-17 03:00:00,2025-10-17,3,2.79,304.5,-2.2993120662554243,1.5802734010202826
2025-10-17 04:00:00,2025-10-17,4,2.72,304.2,-2.2496591620268083,1.5288667877577953
2025-10-17 05:00:00,2025-10-17,5,2.63,303.2,-2.20069014439707,1.4400912777854054
2025-10-17 06:00:00,2025-10-17,6,2.48,301.3,-2.119057898729362,1.288407397461184
2025-10-17 07:00:00,2025-10-17,7,2.19,298.7,-1.9209500985152395,1.0516894594005832
2025-10-17 08:00:00,2025-10-17,8,2.23,293.8,-2.0403600593051094,0.8999060108658292
2025-10-17 09:00:00,2025-10-17,9,1.81,335.8,-0.7419606912532462,1.6509374102718144
2025-10-17 10:00:00,2025-10-17,10,2.01,1.1,0.03858685922337623,2.009629581364505
2025-10-17 11:00:00,2025-10-17,11,1.97,1.2,0.041256567170213206,1.9695679464454456
2025-10-17 12:00:00,2025-10-17,12,1.97,355.6,-0.15113648540983254,1.9641939218870328
2025-10-17 13:00:00,2025-10-17,13,1.99,349.3,-0.369476564617299,1.9553994651217943
2025-10-17 14:00:00,2025-10-17,14,2.05,343.6,-0.5787999865278953,1.9665936478071182
2025-10-17 15:00:00,2025-10-17,15,2.1,339.4,-0.738867461649874,1.9657250250518439
2025-10-17 16:00:00,2025-10-17,16,1.85,335.4,-0.7701194656817425,1.6820868017370767
2025-10-17 17:00:00,2025-10-17,17,1.66,330.8,-0.8098470341702956,1.4490506482678842
2025-10-17 18:00:00,2025-10-17,18,1.62,326.3,-0.898847972465759,1.3477656778513818
2025-10-17 19:00:00,2025-10-17,19,1.64,323.4,-0.9778087949436104,1.3166206593134273
2025-10-17 20:00:00,2025-10-17,20,1.6,319.1,-1.0475853019477428,1.209365550668224
2025-10-17 21:00:00,2025-10-17,21,1.62,311.5,-1.2133082676781834,1.0734444781094947
2025-10-17 22:00:00,2025-10-17,22,1.73,305.3,-1.4119180308386765,0.9996936901834649
2025-10-17 23:00:00,2025-10-17,23,1.85,302.0,-1.5688889778893882,0.9803506388314287
2025-10-18 00:00:00,2025-10-18,0,1.97,300.9,-1.6903878642755807,1.0116762665545935
2025-10-18 01:00:00,2025-10-18,1,2.09,300.7,-1.7970912476374659,1.0670346984352548
2025-10-18 02:00:00,2025-10-18,2,2.2,300.7,-1.8916749975131224,1.1231944194055317
2025-10-18 03:00:00,2025-10-18,3,2.18,300.3,-1.8822023003227626,1.0998702199167416
2025-10-18 04:00:00,2025-10-18,4,2.06,301.3,-1.760185190073583,1.07020937047179
2025-10-18 05:00:00,2025-10-18,5,1.86,303.6,-1.5492335077207844,1.0293082815926209
2025-10-18 06:00:00,2025-10-18,6,1.58,307.0,-1.2618441058747232,0.9508677365802358
